marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
us,50469541,r2tss9ffzpd0a7,b0009xbx4k,7320905,"medela breast milk freezer pack, 2.7 oz (80ml) bottles",baby,5,0,0,n,y,great,this was a great tool. of course its medela and they have just about perfected the paraphernalia needed by nursing moms. these were a great addition to the ones i already had.,11/25/2012
us,50433431,r38yqjuh8jchiy,b000oe093u,7601352,"frog toy chest hamper, cube and waste basket set",baby,4,0,0,n,y,really cute; recommended.,"this is a great thing to organize kid's toys and dirty clothes and just plain trash.  could be a little sturdier, and the boys are always pulling out the wire around the rim, but that's easily put back on.  and be careful what goes in the big one; it's so deep, things tend to get lost.",2/26/2014
us,43830899,r368l4s9cvavsn,b0034zi4me,7696649,"baby starters textured dot blanket with satin trim, blue 30 x 40",baby,5,0,0,n,y,five stars,my son loves this blanket.,3/17/2015
us,42636447,r1fw4ssen50l3r,b005lxo9te,8209101,2 fenzer rechargeable baby monitor batteries for graco 2791 2795,baby,5,0,0,n,y,works great! have been using the monitor with the new ...,got this battery after my graco monitor battery ran out after heavy use for two years.  installed this battery without and issues.  recharged without any problems.  works great!  have been using the monitor with the new batteries for about 2 weeks now without any problems.,3/12/2015
us,49677133,r246lsy4xbztkx,b002f9dkyc,8965892,munchie mug snack cup 16 oz yellow,baby,5,0,0,n,y,five stars,great!,1/2/2015
us,44025406,r36tx914n425za,b009s59qsa,8985698,"newco toy box, kids football 50 yard line",baby,1,0,0,n,y,one star,very poor quality. broke immediately after use.,2/4/2015
us,22479684,r1zao1lbir0beg,b00bcce89e,9402987,"happi by dena first prints framing kit, happi baby girl",baby,3,0,0,n,y,nice material and colors,"nice material and colors. it conveniently has its own ink pad. however, it doesn't have a back hook to hang on a wall.",8/7/2014
us,19463351,r3rjipscg2gzb6,b000wjncue,9547884,"graco pack 'n play playard with bassinet and changer, bancroft 2008",baby,5,0,0,n,y,easy to assemble & disassemble,"i was just a little perplexed, but quickly figured out how to setup this pack 'n play, break it down and move it to another location in the house. it's very sturdy and useful with its changing bed, and higher bed for our daughter's newborn. i am older and it's easier for me with this play yard to work with my grandchild when babysitting.",12/26/2008
us,14643781,r22p6bf0ul3u5x,b00a9qfxy8,9868485,buggygear heart hook,baby,1,1,1,n,y,this is a total piece of junk. i've only ...,"this is a total piece of junk.  i've only used it for about 3-4 months and the red foam broke off.  in addition, the hook shimmies itself to the side of the handles of the stroller.  awful product and poorly designed.  i thought the heart was cute but it's so not cute when it comes to functionality.",5/9/2015
us,42098708,r3j41a88wh2ggq,b005bma53y,10036436,pet store wooden paw decor pet gate (black),baby,5,0,0,n,y,pet gates,perfect size and style.  great value as well,3/6/2015
us,22875302,r1dsbmts3saib9,b005bma53y,10036436,pet store wooden paw decor pet gate (black),baby,2,2,3,n,y,product needs improvement,"the gate is attractive and now functional for our smaller dogs.  easier to use than child gates.  reason for 2 stars is that although we like the look and the price was reasonable, it arrived with dented edges and one section's post broken/detached.  we decided to fix with real glue and new screws.  very flimsy and not constructed well.  would not buy another.",11/20/2013
us,19217805,r1t78rmb2hnven,b001hdqrla,10847162,"tropical fish sea turtle, dolphin, seahorse, and coral wall decals",baby,5,0,0,n,y,five stars,"they look amazing, love it",11/4/2014
us,26219726,r15kvy82j1bji7,b00htqe1u8,11017163,"my little pony toddler bedding 4pc set, pink little pony toddler bedding set, pink",baby,5,0,0,n,y,"adorable, my daughter loves it","soft, adorable, my daughter loves it.",6/18/2015
us,16757061,r1zreulz0g9u5p,b00194hlyo,11249887,safety 1st corner edge cushions - 4 piece,baby,4,0,0,n,y,good protection but would be nice if it could be put upside down.,"we have used this product over my 2 babies, works good but when you want to protect a table with a rounded top edge it doesn't work unless you attach it from the bottom.  would be nice if they made one that fits top/bottom of a corner.",3/14/2012
us,36004113,re2o4s85nbgmd,b000j2dqpa,11705892,"kolcraft contours options tandem stroller, ruby",baby,4,0,0,n,y,all my kids love this stroller,"i have 3 kids (5, 2 and 4 months old).  my 5 and 2 years old love this stroller.  the reason i give it 4 stars is because it is not very roomy.  if the manufacture make this stroller a little more room, then it will get 5 stars for sure.",8/9/2008
us,42018291,r1g2gdzpi2s2ps,b000056ize,11769713,evenflo expansion swing gate (discontinued by manufacturer),baby,5,0,0,n,y,exactly what we needed!,we bought this to keep our puppy off of the carpet. it was easy to install and it works great!,1/8/2013
us,20401245,r2vc3sngpf2hb5,b002t44lg4,11983253,jeep car seat starter kit,baby,5,0,0,n,y,such a deal!,"i've given this as a gift and have one for myself. it lasts for years, versus a cute onesie as a shower gift. the recipient is always amazed at the thoughtfulness and usefulness of the gift. a great, gender-neutral, outside-the-box gift. it's nicely boxed for wrapping too! couldn't be happier.",7/6/2013
us,37013882,r1hhhe15rpxhfv,b002fcmdis,12142513,"nuby brite combo pacifier, 6 to 12 months",baby,4,1,1,n,y,poor description,nice pacifiers that come with a carry strap the description says for older babies i though it would be good for my 8 month old but when they came they say 12 months and up on them so besides that a nice set,1/19/2013
us,28493283,r33x4tjv0vd2ga,b007n1hwd2,12164460,"leachco flipper 2-way baby bather, blue ducks",baby,4,0,0,n,y,"middle is super stretchy, so it doesn't hold a tiny newborn ...","middle is super stretchy, so it doesn't hold a tiny newborn up.  you'll have to support their neck/head the entire time, so you're still bathing them with one hand.  my son doesn't seem to care, he loves this thing.  he's 3 mos and has always loved baths, we've always used this with him.",12/5/2014
us,12527043,r38517mie262de,b005evtfd8,12385606,playgro patterned activity links (discontinued by manufacturer),baby,5,0,0,n,n,best toy in the arsenal,"this toy is by far the best toy in the toy arsenal. it works as a distraction tool, as a movement motivator, as a cootie shot soother, as a teether, and so much more. this is one of the first toys i opened for the wee man and even though he didn't really know what to do with it right away, he loved it, probably because it's so colorful and noisy. now he discovers something new to do with this every day; it's also been motivating him to scoot and roll in all directions. his older cousins love it as well; i only wish i could find it in a local store so i could get it for them - i guess this toy will also prove helpful in teaching sharing. i got this as a gift, but i'm seeing that it isn't expensive, especially since it'll be an all-time favorite for a long time (all cousins, from a few months to two years love love love this thing), so it makes a great gift for someone else or your own baby. it's easy to clean, links to the stroller easily for road trips, won't get gross in the tub at bath time, and it won't be easily lost. awesome toy. love this and the person who gave it to him. get this!!!!",7/6/2013
us,14745384,r2b5f7lt64tga3,b00dhingd0,12506064,"britax 2013 b-agile stroller, black (prior model)",baby,2,3,6,n,y,folding area was not working right,"i purchased two britax b-agile strollers for my baby and my sister's baby before she travels out of the town, the one i purchased is in red, the color is not as bright as pictures showed, i was ok with it; but on the day when she was going to leave, i opened the box, and got the brand new stroller out, the stroller lift to fold area was not working right. i have to push the button on the side, and wiggle the &#34;lift to fold&#34; string around. it was very stressful for her since she is traveling with a baby and two big suitcases. i couldn't return the stroller since she has to use it. we didn't expect this kind thing happen at all since britax is specifically advertised the easy lift to fold function. i have to say, qc department might have not inspected it 100%.<br />also, this stroller is definitely has some weight. don't expect it would be as light as umbrella stroller. if you want a light travelling stroller, umbrella stroller might be a better choice.",10/4/2013
us,15394030,ri5f9s9k8dxue,b00doguy3k,12750540,alva baby 4pcs pack fitted pocket cloth diaper with 2 inserts each (boy color) 4dm02,baby,5,0,0,n,y,i really like them! they are great for my relatives to ...,these were the first pocket diapers we bought. i have nothing to compare them to besides my fst and covers. i really like them! they are great for my relatives to use abs gray for overnight.,12/5/2014
us,46959186,rqtnnniv1hjlg,b00aa7tffy,13080377,summer infant 3 pack cotton knit swaddleme,baby,5,0,0,n,y,... with just a blanket or sheet was becoming so tedious and our little girl was able to kick her ...,swaddling with just a blanket or sheet was becoming so tedious and our little girl was able to kick her way out of it. this product is awesome. it simplifies the whole process and keeps our bundle of joy comfy and cozy.,11/22/2014
us,20807503,r341xd3wvkqn0s,b00kpyk7e0,13447048,"super value pack edge and corner cushions. extra long 16,4ft (5 meters) edge cushion and 8 corner cushions.free e-book total toddler care with your purchase. the best childproofing of your home. protect your baby with corner guards for tables - stylish coffee color bumpers to match your furniture. easy installation - lifetime guarantee on all protectors- child safety home safety furniture and ed",baby,5,0,1,n,n,it was really easy to install,product arrived quickly. it was really easy to install. it sticks very well.<br />highly recommend !,12/2/2014
us,10538346,r2v5us396jwgqk,b00kpyk7e0,13447048,"super value pack edge and corner cushions. extra long 16,4ft (5 meters) edge cushion and 8 corner cushions.free e-book total toddler care with your purchase. the best childproofing of your home. protect your baby with corner guards for tables - stylish coffee color bumpers to match your furniture. easy installation - lifetime guarantee on all protectors- child safety home safety furniture and ed",baby,4,0,0,n,y,it looks nice and keeps babies head safe when bumping the table,"the sticking wears off after a few days, but overall, it looks nice and keeps babies head safe when bumping the table..",12/31/2014
us,48557785,rckvk77yuec72,b00kpyk7e0,13447048,"super value pack edge and corner cushions. extra long 16,4ft (5 meters) edge cushion and 8 corner cushions.free e-book total toddler care with your purchase. the best childproofing of your home. protect your baby with corner guards for tables - stylish coffee color bumpers to match your furniture. easy installation - lifetime guarantee on all protectors- child safety home safety furniture and ed",baby,5,0,1,n,y,very happy with the thickness and quality of the product as ...,this protectors seem to be working well and keeping our baby safe from sharp corners in our house. so far we have covered all around the corners and sides of our end stands and along sharp parts on the wall. very happy with the thickness and quality of the product as well as how much you get for the price. the 3m tape works well to get the cushions to stick to the furniture and they provide more than enough for how much cushioning you are given.,12/2/2014
us,14382280,r2wmix00gh03hm,b00770yk3o,13588167,dr. brown's orthee transistion teether pacifier - girls,baby,2,2,2,n,y,not good,"doesn't stay in baby's mouth, doesn't keep cold after taking it out of the freezer to help soothe gums, doesn't work and baby didn't like it.",7/6/2013
us,10947406,r2elbs4qadaoj8,b00g3xreos,13629162,baby jogger city select second seat kit with silver frame,baby,5,0,0,n,y,five stars,great product as expected,6/9/2015
us,25747120,r3270d9nbgxcqs,b0002e7diq,13897818,leachco back 'n belly contour pillow,baby,5,0,0,n,n,got me through the second half of pregnancy with more ...,got me through the second half of pregnancy with more sleep than i would have had without it! definitely a must for pregnant mamas!,7/12/2014
